protest,3642
incid,2627
north,3338
recent,3374
coast,3443
girl,2960
order,4091
rule,3945
leader,2214
york,7677
find,3589
wasn,2692
safeti,3933
came,3703
women,2848
around,5440
justic,2552
organ,2711
nearli,3477
special,2919
insid,2673
group,6007
first,8808
miss,2788
river,2740
