prize,1194
amaz,1228
david,1909
ask,3047
citi,2730
littl,3256
might,1482
realli,4131
anim,1100
put,2146
america,1802
pair,1123
line,2154
contest,1588
king,1770
issu,1642
kind,1678
version,1256
comedi,2316
sell,1026
end,3861
want,5642
just,8138
post,2419
let,1467
return,3168
should,1621
point,1633
princess,1073
fall,1766
alreadi,1650
brother,1698
tour,2593
old,7664
kelli,1116
kill,1223
juli,1871
saturdai,2070
race,1070
shot,1031
ladi,2080
though,1756
fame,1211
doesn,1536
hear,1503
univers,1237
woman,1663
three,4183
power,1150
offici,2193
head,2013
robert,1528
sure,1186
work,6493
compani,1725
mark,2045
himself,1221
bieber,1350
sinc,3379
season,6726
program,1237
popular,1183
sing,2150
word,1499
even,4419
known,2080
didn,3207
execut,1232
media,1336
west,1270
friend,3255
golden,1248
ever,2102
call,4862
stop,1572
other,1316
onc,1449
have,1452
june,1604
state,2088
schedul,1644
recent,3272
share,1621
ceremoni,2071
girl,3098
order,1469
full,1646
mean,1458
york,6965
won,3568
coverag,1012
crowd,1109
find,1922
wasn,1664
chri,1242
jame,2234
justin,1216
origin,1835
came,2452
women,1775
begin,1587
around,2511
organ,1092
book,3949
summer,1764
inspir,1251
premier,2212
special,2104
group,2628
first,9721
miss,1779
